Year,Name,Revenue,Rank,Twitter,Sector
2021,CH Robinson,16207.1,191,"""[CHRobinson,TMC_ManagedTMS]""",Transportation
2021,BlackRock,16205,192,"""[BlackRock,BlackRock_Eng,BlackRockCA,BlackRock_UK,blackrockmarket,BRCSilver,BlackrockNeuro,BLKPublicPolicy,BlackRock_News]""",Finance
2021,Dominion Energy,16128,193,"""[DominionEnergy,DomEnergyNews,DECCGolf,DomEnergyCU,DomEnergyMedia1,Dom_millstone,DomEnergyMedia2,DomEnergyMedia3]""",Energy
2021,Rocket Companies,15980.7,194,"""[RocketCompanies,RocketAuto]""",Finance
2021,Kohl's,15955,195,"""[Kohls,KohlsKicking,KohlsNews,KohlsSnapping]""",Retailing
2021,Fluor,15884.2,196,"""[FluorCorp,fluorcanada]""",Industrials
2021,DISH Network,15493.4,197,"""[dish,DishTV_India,DSideDish,freedish_dd,DISHNews,republicwireless]""",Technology
2021,BJ's Wholesale Club,15430,198,"""[bjsrestaurants,BJsWholesale]""",Retailing
2021,Tenneco,15379,199,"""[TennecoInc,TennecoTechNews,DRiV_Inc,TennecoAM_EMEA,Tennecoontour]""",Transportation
2021,United Airlines,15355,200,"""[united,UnitedPilots,airwisconsin]""",Transportation
2021,Mastercard,15301,201,"""[Mastercard,MastercardUK,MastercardFdn,MastercardNews,mastercardindia,MastercardNexus,MastercardEU,MastercardEU,MastercardAP,CNTR4growth,wearemastercard,MastercardCA,via_protocol,MastercardUKbiz,Mastartpath,Mastercard_PGS,MastercardAU,MastercardIRE,MCFMakerere,SessionM,NuDataSecurity,brighterion,finicity,riskrecon,EkataGlobal,MCFalumni,MastercardBiz,investvoyager,bitsCrunch]""",Finance
2021,Waste Management,15218,202,"""[WasteManagement,WMPhoenixOpen,WAMCOmv]""",Healthcare
2021,PBF Energy,15115.9,203,null,Energy
2021,American Electric Power,14918.5,204,"""[AEPnews,AEP_EconDev]""",Energy
2021,Fiserv,14852,205,"""[Fiserv,FiservForum]""",Finance
2021,Principal Financial,14741.7,206,"""[principal,PrincipalMTY]""",Finance
2021,Reinsurance Group of America,14596,207,"""[RGA_RE]""",Finance
2021,ADP,14589.8,208,"""[ADP,workmarket,ADPList,ADP_China,GroupeADP,ADP_UK,AIRSTraining,ADP_CDA,ADPRsocial]""",Technology
2021,Stanley Black & Decker,14534.6,209,"""[StanleyBlkDeckr,stanley_ef,HustlerTurf]""",Household
2021,Texas Instruments,14461,210,"""[TXInstruments,TICalculators,TXInstrumentsEU,TXInstrumentsIN,AroundTI,TINspireUK]""",Technology
2021,Halliburton,14445,211,"""[halliburton,GHFoundation,HalliburtonLabs]""",Energy
2021,Stryker,14351,212,"""[stryker_spine,StrykerEC,Stryker_NV,StrykerEndo,StrykerComm,Stryker_ST,StrykerOI]""",Healthcare
2021,Estee Lauder,14294,213,"""[EsteeLauder,EsteeLauderUK,Poshmarkapp,elcompanies]""",Household
2021,Corteva,14217,214,"""[corteva,CortevaUS,CortevaCA,CortevaUK,CortevaEUR,CortevaUSTurf,CortevaAU,CortevaPastures,CortevaVegMgmt,CortevaForage]""",Food
2021,Freeport-McMoRan,14198,215,"""[FM_FCX,McmoranFreeport,fmimcmoran,pt_mcmoran]""",Energy
2021,Qurate Retail,14177,216,"""[QurateRetailGrp]""",Retailing
2021,Wayfair,14145.2,217,"""[Wayfair,WayfairUK,wayfairatwork,WayfairCanada,WayfairTech,wayfairdesign,WayfairPro,DataWayfair]""",Retailing
2021,Laboratory of America,13978.5,218,"""[Fermilab,Labcorp,LabcorpDrugDev,CorpWellness,VectraScore,ToxikonCRO,LabcorpTrials]""",Healthcare
2021,Land O'Lakes,13948.9,219,"""[LandOLakesInc,LandOLakesKtchn,LandOLakesV37]""",Food
2021,PPG,13834,220,"""[PPG,PPGPaintsArena,PPGPaints,PPGPeople,PPGRefinish_NA]""",Industrials
2021,Gap,13800,221,"""[Gap,GapInc,GapKids,Ukgap,RealGapExp,GapFactory,GapIntl]""",Retailing
2021,Kellogg,13770,222,"""[KelloggsUS,KelloggCompany,KelloggsRDs,KelloggsIndia,KelloggsUKI,SquaresRK]""",Food
2021,Parker Hannifin,13695.5,223,"""[ParkerHannifin,ParkerElectro,ParkerAerospace,ParkerFilters,ParkerHydraulic,ParkerPneumatic]""",Industrials
2021,Core-Mark,13617.1,224,"""[CoreMarkHQ,CoreMarkCanada,CoreMarkCareers]""",Wholesalers
2021,Jacobs Engineering Group,13578.2,225,"""[JacobsConnects]""",Industrials
2021,Edison International,13578,226,"""[edisonintl,SCE,Edison_Energy,EEI_Intl,Edison_Electric,edisonresearch,Edison_Electric,edisonnation,EdisonLearning,edisonventure]""",Energy
2021,Guardian Life of America,13561.5,227,"""[guardianlife]""",Finance
2021,Biogen,13444.6,228,"""[biogen,biogenms,BiogenAD,HelixBiogenInst,genesisbiogen]""",Healthcare
2021,Omnicom,13171.1,229,"""[Omnicom,OMGMENA,OMDMENA,PHDMENA,HeartsScienceAE,OmnicomMediaGrp,OMD_Worldwide,OMG_UK,OMD_USA,OHGTalent,LegionOmnicom,OmnicomHealth]""",Media
2021,Unum Group,13162.1,230,"""[Unu,AskUnum]""",Finance
2021,Lithia Motors,13124.3,231,"""[lithiamotors]""",Retailing
2021,American Family Insurance,13074.5,232,"""[amfam,CONNECTbyAmFam,amfamchamp,AmFamAmp,AmFamNews,AmFamInstitute,StrickerFNDN]""",Finance
2021,Discover Financial Services,12953,233,"""[Discover,DiscoverMag,discoverCHEER,DiscoverGRcom,DiscoverEorg,DiscoverSoc]""",Finance
2021,Adobe,12868,234,"""[Adobe,Photoshop,Lightroom,creativecloud,AdobeXD,AdobeDesign,AdobeForEdu,AdobeAE,InDesign,adobeanimate,AdobeVideo,Substance3D,dreamweaver,AdobeExpCloud,AdobeGenCreate,AdobeDocCloud,Acrobat,AdobeTCS,AdobeAero,AdobeSummit,adobeconnect,AdobeCreate,adobedevs,AdobePortfolio,coldfusion,AdobeAdCloud,AdobeWorkfront,AdobeCommerce,AdobeMarketo,PremiereRush,AdobeExpress,AdobeGov,AdobeDrawing,AdobeElements,adobemax,AdobeResearch,AdobeNews,AdobeCanada,AdobeUK,AdobeAccess,AnalyticsCloud,AdobeUKStudents,AdobeELearning]""",Technology
2021,Aramark,12829.6,235,"""[Aramark,AramarkSports,TravelARAMARK,MileHighFoods,AramarkNE,KC_Aramark,AramarkUniforms,AramarkFenway,K12Aramark,TOBallParkEats,AramarkNews,NPOChiDistrict,AramarkORS,ARAMARKHC]""",Food
2021,Otis Worldwide,12756,236,"""[OtisElevatorCo,OtisTechnology]""",Industrials
2021,Ecolab,12748.7,237,"""[Ecolab,EnergyEcoLab,Franklin_EcoLab,PuroliteLLC,CIDLINES,EcoLab_BET,EcolabFdn,ECLHealthcare,Nalco_News,EcolabEquipCare,EcolabEvents]""",Industrials
2021,AutoZone,12632,238,"""[autozone,AZOLibertyBowl,AutoZone_Park]""",Retailing
2021,Loews,12583,239,"""[Loews_Hotels,LoewsSMBeach,FeinsteinsLoews,LIVEatLoews]""",Finance
2021,Illinois Tool Works,12574,240,"""[ITWInc,IllToolWorks]""",Industrials
2021,Fidelity National Information Services,12552,241,"""[Fidelity,fidelitybankplc,Fidelity_UK,FISGlobal,Fidelity_Secure,FidelityChrtbl,BlueFidelity,fidelitysmes,fidelitycanada,DigitalAssets,SCI_Fidelity,FidelityNews,FidelityInst,FidelityPolicy]""",Finance
2021,Ross Stores,12531.6,242,"""[Ross_Stores]""",Retailing
2021,Peter Kiewit Sons,12463,243,"""[PeterKiewitFdn,PeterKiewitInst]""",Industrials
2021,Equitable Holdings,12415,244,"""[EquitableFin]""",Finance
2021,WESCO,12326,245,"""[WESCOcorp,WescoLivingUK,EFCWesco,WESCObroadcast,wesco_security]""",Wholesalers
2021,Goodyear Tire & Rubber,12321,246,"""[goodyear,GoodyearBlimp,goodyear_uk,GoodyearRacing,GoodyearIndia,GoodyearFarm,CottonBowlGame,Goodyearpress,GoodyearSA]""",Transportation
2021,Fox,12303,247,"""[FOXTV,FOXtvUK,FoxNews,NFLonFOX,FOXSports,20thcentury,FoxBusiness,foxnation,searchlightpics,foxnewsalert,fox5ny,CFBONFOX,foxoakland,NASCARONFOX,foxnewspolitics,FoxLifeIndia,FOXSportsAUS,FOXLA,FS1,FOX61,HBO]""",Media
2021,Leidos Holdings,12297,248,"""[LeidosInc,IntranetQuorum,LeidosPress,LeidosCyber,FredNatLab,LeidosHealth]""",Technology
2021,Consolidated Edison,12246,249,"""[ConEdison]""",Energy
2021,DTE Energy,12177,250,"""[DTE_Energy,DTEEnergyMusicT,DTEGardens]""",Energy
2021,Charles Schwab,12109,251,"""[CharlesSchwab,CSChallengeFW,CharlesSchwabFO,Schwab4RIAs]""",Finance
2021,State Street,12078,252,"""[StateStreet,StateStreetGA,StateStreetETFs,StateStBallet,statestdistrict]""",Finance
2021,Ameriprise Financial,11958,253,"""[ameriprise,AmeripriseFinTV,flatironnh,AmeripriseIndia]""",Finance
2021,Viatris,11946,254,"""[ViatrisInc]""",Healthcare
2021,Sempra Energy,11940,255,"""[Sempra,Semprainfra,SempraHomes]""",Energy
2021,Farmers Insurance Exchange,11869.7,256,"""[WeAreFarmers]""",Finance
2021,Bath & Body Works,11846.9,257,"""[bathbodyworksau,aroma_works,BathBodyNews]""",Retailing
2021,W.W. Grainger,11797,258,"""[grainger]""",Wholesalers
2021,Community Health Systems,11789,259,"""[CHSI_Clinics,CECatCHSI,CHSIEvents]""",Healthcare
2021,Ball,11781,260,"""[BallCorpHQ]""",Industrials
2021,Berry Global Group,11709,261,"""[BerryGlobalInc]""",Industrials
2021,Kinder Morgan,11700,262,"""[Kinder_Morgan,KM_Canada]""",Energy
2021,VF,11688.1,263,"""[VFCorp]""",Apparel
2021,Baxter International,11673,264,"""[baxter_intl,HillromCorp]""",Healthcare
2021,Textron,11651,265,"""[Textron,BellFlight,TXTSystems,TextronAviation,TxtAvDefense,ATACTextron,ArcticCatORV,TextronDefense,wearetxtsystems,TRUsimulation,TextronAV,TextronInfocare]""",Aerospace and Defence
2021,LKQ,11628.8,266,"""[LKQCorp,LKQEuroCarParts,LKQSelfService,LKQHeavyTruck,lkqonline]""",Wholesalers
2021,Keurig Dr Pepper,11618,267,"""[KDP_Canada,GreenMtnCoffee,drpepper,Keurig,DrPepper_GB,drpeppermuseum,DrPepperSnapple,DrPepperPark]""",Food
2021,O'Reilly Automotive,11604.5,268,"""[OReillyMedia,oreillyauto]""",Retailing
2021,Crown Holdings,11575,269,"""[StrataHomes,LoanCrown,Crownmgt]""",Industrials
2021,Universal Health Services,11558.9,270,null,Healthcare
2021,DaVita,11550.6,271,"""[DaVita,TourDaVita,DaVitaResearch,DaVitaSOURCE]""",Healthcare
2021,Xcel Energy,11526,272,"""[xcelenergy,XcelEnergyCtr]""",Energy
2021,Newmont,11497,273,"""[NewmontCorp,Newmont]""",Energy
2021,Vistra Energy,11443,274,"""[VistraGroup,VistraCorp,ConsultVistra,VistraCorpGA]""",Energy
2021,IQVIA Holdings,11359,275,"""[IQVIA_global,IQVIA_US,IQVIA_biotech,IQVIA_UK,IQVIA_AsiaPac,IQVIA_Institute,IQVIA_GMI,IQVIA_HCPSpace,DMD_Digital,IQVIA_MedTech,IQVIA_Tech,IQVIA_Research,_Appscript,IQVIA_developer,inteliquet,Foundry_Health,IQVIA_MEA,ChemInfoService,Linguamatics,PrometheusRsrch,KAIROSgmbh,ctcue]""",Healthcare
2021,eBay,11351,276,"""[eBay,eBay4CharityUS,eBay_UK,eBayDealsCanada,eBayNewsroom,eBayCanada,ebaytech,eBayForBusiness,ebaymainstreet,eBayAU,eBay4CharityUK,eBayPodcast,ebayinccareers,eBayPartnerNet,eBayAds]""",Technology
2021,Corning,11303,277,"""[Corning,corninggorilla,OwensCorning,OCInsulation,OCRoofingLLC,corningmuseum,GorillaGlassIN,CorningLifeSci,corningchamber,CorningOpComm]""",Industrials
2021,Quanta Services,11202.7,278,"""[Quanta_Services,QuantaIR,QuantaTelecom,quantait]""",Industrials
2021,HollyFrontier,11183.6,279,null,Energy
2021,Bed Bath & Beyond,11158.6,280,"""[BedBathBeyond]""",Retailing
2021,Uber Technologies,11139,281,"""[Uber,UberEats,uber_India,Uber_Canada,Uber_NYC,DesigningUber,UberEng,UberUK,UberFreight,UberOpenSource,UberINSupport,UberDevelopers,UberUKsupport,Ubereats_uk,Uber_comms,thamesclippers,Uber_CHI,UberEUPolicy,Uber_Business,Uber_LA,Uber_BLR,uberhealth]""",Technology
2021,Mutual of Omaha,11098.4,282,"""[mutualofomaha,WildKingdom,MutualMortgage,MutualReverse,MutualFdn,MutualGateway]""",Finance
2021,Conagra Brands,11054.4,283,"""[ConagraBrands,ConagraFS,Glutinofoods]""",Food
2021,PulteGroup,11036.1,284,"""[PulteHomes,PulteHealth,pultefamilyfdn,PulteInstitute,PulteGroupNews]""",Industrials
2021,EOG Resources,11032,285,"""[EOG_news]""",Energy
2021,Group 1 Automotive,10851.8,286,"""[Group1auto,Group1AutoParts]""",Retailing
2021,Ally Financial,10780,287,"""[allyfinancial,Ally]""",Finance
2021,Fidelity National Financial,10778,288,null,Finance
2021,Nordstrom,10715,289,"""[Nordstrom,nordstromrack,NordstromNow]""",Retailing
2021,Discovery,10671,290,"""[discoveryplus,Discovery,DiscoveryofGeo,DiscoveryIN,ScienceChannel,discoveryimages,discoveryplusIN,DiscoveryUK,DiscoveryID,wbd,discoveryworld,discoveryfamily,DiscoveryEd,discoveryplusUK,DiscoveryCanada]""",Media
2021,Tractor Supply,10620.4,291,"""[TractorSupply]""",Retailing
2021,CSX,10583,292,"""[CSX,CSXSports]""",Transportation
2021,Marriott International,10571,293,"""[MarriottIntl,MarriottVacClub,MarriottPOV,Marriott,MarriottBonvoy,JWMarriott,Protea,BYUMarriott,ACHotels,worldcenter,CourtyardHotels,FairfieldHotels,MarriottResorts]""",Food
2021,FirstEnergy,10435,294,"""[firstenergycorp,BrownsProShop,FEStadium,FirstEnergyLtd,1stenergygroup]""",Energy
2021,BorgWarner,10165,295,"""[BorgWarner,BorgTrophy]""",Transportation
2021,Edward Jones (Jones Financial Companies),10165,296,"""[EdwardJones]""",Finance
2021,Republic Services,10153.6,297,"""[RepublicService,RepublicIoT]""",Healthcare
2021,Henry Schein,10119.1,298,"""[henrySchein,HScheinDental,HenryScheinUK,HScheinMedical,HenryScheinCan,HenryScheinIE,HenryScheinOne,HSUKMedical,HenryScheinSM]""",Healthcare
2021,Expeditors International of Washington,10116.5,299,"""[EXPD_Official]""",Transportation
2021,Entergy,10113.6,300,"""[Entergy,EntergyNuclear]""",Energy
2021,Advance Auto Parts,10106.3,301,"""[AutoAdvanced]""",Retailing
2021,Assurant,10094.8,302,"""[Assurant,AssurantNews,hylamobile,AssurantLabs,AssurantSports,AssurantI,AssurantEd,Assurant_HL]""",Finance
2021,Pacific Life,10062,303,"""[pacificlife]""",Finance
2021,Lam Research,10044.7,304,"""[LamResearch,americanacad,LAMFoundation,TheLamLab,LAM_Australia,LAMTreatment]""",Technology
2021,Boston Scientific,9913,305,"""[bostonsci,BSCCardiology,BSC_EU_Heart,BSCEMEA_UroPH,bsc_urology,BSC_RhythmUK,BSCEMEA_Neuro,BSCCardioAPAC,BSCDBS,BSCNeuromodEU,BSCEDUCARE,BSCEMEA_Endo,CaseLinkBS,CloseTheGapBSC,SlonePartners]""",Healthcare
2021,Altice USA,9894.6,306,"""[AlticeUSA,AlticeMediaUSA]""",Technology
2021,Norfolk Southern,9789,307,"""[nscorp,Norfolkstate,norfolkbroads,NS_Roblox,HorseHeadRR,IMDevelopment]""",Transportation
2021,Sonic Automotive,9767,308,"""[SonicAutomotive]""",Retailing
2021,AMD,9763,309,"""[AMD,Radeon,AMDGaming,AMD_UK,AMDRyzen,AMD_AUNZ,ADInstinct,AMDPC,RadeonPRO,AMDServer,XilinxInc,AMDNews,AMDIndia,AMDPhilippines]""",Technology
2021,United States Steel,9741,310,"""[U_S_Steel]""",Industrials
2021,Markel,9735.1,311,"""[MarkelStyle,MarkelSmallBiz,Markel_Marine,MarkelLawUK,MarkelIntl,MarkelTaxUK,MarkelUK,MarkelDirect]""",Finance
2021,ODP,9710,312,"""[officedepot]""",Retailing
2021,AES,9660,313,"""[TheAESCorp]""",Energy
2021,Molson Coors,9654,314,"""[MolsonCoors,CoorsLight,CoorsBanquet,CoorsBeer,CoorsIreland,Coorslightca,CoorsOriginalca]""",Food
2021,J.B. Hunt,9636.6,315,"""[JBHuntDrivers,jbhunt360]""",Transportation
2021,KKR,9629.7,316,null,Finance
2021,Hormel Foods,9608.5,317,"""[HormelFoods,HormelFoodsJobs,ladivinecomedia]""",Food
2021,Public Service Enterprise Group,9603,318,"""[PSEGNews,PSEGdelivers]""",Energy
2021,Steel Dynamics,9601.5,319,"""[WorldSteelDyn,Dynamicsltd,steel_dynamics]""",Industrials
2021,Dick's Sporting Goods,9584,320,"""[DICKS,dicksopengolf,DicksDriveIns]""",Retailing
2021,Mohawk,9552.2,321,"""[mohawkpaper,MohawkFlooring,MohawkCollege,MohawkGroup]""",Household
2021,Murphy USA,9504.3,322,"""[MurphyUSA]""",Retailing
2021,Square,9497.6,323,"""[Square,TheGarden,TimesSquareNYC,thompsonsquare,thecentersquare,FedSquare,usv,TheTabChoir,pushsquare,SquareDev,SquareEnix,SquareMeal,SQSupport]""",Finance
2021,Quest Diagnostics,9437,324,"""[QuestDX,Pack_Health,QuestEmpPopHlth,Care360,personalabs,QuestFluShots]""",Healthcare
2021,Newell Brands,9385,325,"""[newell_brands,BallCanning,BrandNewellDsgn]""",Household
2021,Liberty Media,9363,326,"""[Libertyglobal]""",Media
2021,Huntington Ingalls,9361,327,null,Aerospace and Defence
2021,Cheniere Energy,9358,328,"""[Cheniere]""",Energy
2021,SpartanNash,9348.5,329,null,Wholesalers
2021,Alcoa,9286,330,"""[Alcoa,AlcoaFoundation,AlcoaWheels]""",Industrials
2021,AGCO,9149.7,331,"""[AGCOcorp,Ont_AGCO,AGCO_Racing,agcogsi,AGCO_Power,agcorecycling]""",Industrials
2021,Voya Financial,9133,332,"""[Voya,VoyaInvestments,VOYAbeauty,thisisvoya]""",Finance
2021,NRG Energy,9093,333,"""[nrgenergy,SussexNRGGroup,GrandbridgeNRG,GreenSparkNRG,NRG_EDU,MeridianNRGInc]""",Energy
2021,Interpublic Group,9061,334,"""[InterpublicIPG,Mediabrands,Timhanlon,Matterkind,OrionWWCanada,kinesso,FuturesSport]""",Media
2021,Campbell Soup,9050,335,"""[CampbellSoupCo,CampbellCSR,CampbellsChunky,CampbellsSoupUK]""",Food
2021,Southwest Airlines,9048,336,"""[SouthwestAir,swapapilots,RobloxSWA]""",Transportation
2021,News,9008,337,"""[newscorp,newscorpaus,NewsCorpCricket,NewsUK,TheSun,thetimes,thesundaytimes,TheTLS,VirginRadioUK,TalkTV,TimesRadio,talkSPORT,thefifthagency]""",Media
2021,Eversource Energy,8904.4,338,"""[EversourceCorp,UConnEEC,SouthForkWind,SunriseWindNY,RevWind,EversourceCT,EversourceNH,EversourceMA]""",Energy
2021,Alleghany,8896.7,339,null,Finance
2021,Air Products & Chemicals,8856.3,340,"""[airproducts]""",Industrials
2021,Auto-Owners Insurance,8853.2,341,"""[AutoOwnersIns]""",Finance
2021,CenterPoint Energy,8835,342,"""[CenterPoint,DaytonAirShow]""",Energy
2021,Reliance Steel & Aluminum,8811.9,343,"""[reliancejio,reliancepower,RelianceCapital,RInfraOfficial,RelianceGroup,RCommCare,RelianceEnt,RelianceDigital,ril_foundation,relnipponlife,RSmartMoney,RelianceGenIn,RelianceCF,reliancetrends,RelianceMobile,Reliancehmo,Relianceprint,RelianceGCS,Reliancebus]""",Industrials
2021,EMCOR Group,8797.1,344,"""[emcor,SaudiEmcor,ENERGYemcoruk,EmcorServiceCol]""",Industrials
2021,Owens & Minor,8706.9,345,"""[Owens_Minor]""",Healthcare
2021,Mosaic,8681.7,346,"""[MosaicCompany,mosaicmag,thewomensmosaic,TheMosaicRooms,MosaicNetwork,Mosaic_VC,MosaicDigitalIN,MosaicRecords,MosaicPlace]""",Industrials
2021,Erie Insurance Group,8666,347,"""[erie_insurance,Get_Erie_Ins,ei_foosball]""",Finance
2021,Genworth Financial,8658,348,"""[Genworth,COCGenworth]""",Finance
2021,Amphenol,8598.9,349,"""[amphenol,AmphenolAIO,AmphenolAAO,AmphenolPCD,AmphenolLtd,AmphenolRF,AmphenolNS,AmphenolSOCAPEX,AmphenolACC,AmphenolCS,ArdentConcepts,AmphenolLTW,AmphenolFSI,AmphenolBB,AmphenolAudioNA,AmphenolUK,AmphenolACP,AmphenolMAO,AmphenolMedical,AmphenolAntenna,AmphenolTuchel]""",Technology
2021,Builders FirstSource,8558.9,350,"""[BldrFirstSource]""",Industrials
2021,Oneok,8542.2,351,"""[ONEOK,ONEOKCareers]""",Energy
2021,United Rentals,8530,352,"""[UnitedRentals,RentalsUnited,URLife,UnitedSiteServ,UnitedRentalsM1,RentalsQatar]""",Industrials
2021,Brighthouse Financial,8503,353,"""[BrightHouseFin,BCGBrightHouse,BHFCareers,JaxBrighthouse,BrighthouseSA,brighthouse_f]""",Finance
2021,Regeneron Pharmaceuticals,8497.1,354,"""[Regeneron,RegeneronDNA,RGreatLimRun]""",Healthcare
2021,Eastman Chemical,8473,355,"""[EastmanChemCo]""",Industrials
2021,CommScope Holding,8435.9,356,"""[CommScope,CommScopeCareer,CommScopeM]""",Technology
2021,Ryder System,8420.1,357,"""[Ryder_Systems]""",Transportation
2021,Fifth Third Bancorp,8402,358,"""[FifthThird,fifththirdarena,FTBStadium,53PrivateBank,MudHens]""",Finance
2021,Constellation Brands,8343.5,359,"""[cbrands,cbrandscareers]""",Food
2021,Insight Enterprises,8340.6,360,"""[InsightEnt,InsightUSA,InsightEnterpri,insightENTR]""",Technology
2021,Global Partners,8321.6,361,"""[FosterPartners,GlobalPeo,CSGlobalPtnrs,PartnerGlobal,GPGovernance,AnalyticGlobal,GlobalPartnersD,MPFGlobal,amplifymission,GPforEducation]""",Wholesalers
2021,Univar Solutions,8265,362,"""[UnivarSolutions,UnivarSC,AgChemExpert]""",Wholesalers
2021,Yum China Holdings,8263,363,null,Food
2021,Targa Resources,8260.3,364,null,Energy
2021,Intercontinental Exchange,8244,365,"""[ICE_Markets,ICEMortgageTech,ICEHousePodcast]""",Finance
2021,Andersons,8208.4,366,"""[andersonsinc,AndersonsCanada,AndersonsJobs]""",Food
2021,Raymond James Financial,8168,367,"""[RaymondJames,RJStadium,RJResearch,RJAdvisorChoice,RJFMarketing,SMFTampa]""",Finance
2021,Thor,8167.9,368,"""[thor_inc,Thor_Industries]""",Transportation
2021,Thrivent Financial for Lutherans,8152.7,369,"""[Thrivent]""",Finance
2021,Hershey,8149.7,370,"""[Hersheys,AskHershey,hersheyCompany,HersheysKisses,HersheysIndia,HersheyCareers,chocolateworld,HersheyEnt]""",Food
2021,Casey's General Stores,8112.3,371,"""[caseysgenstore]""",Retailing
2021,W.R. Berkley,8098.9,372,"""[WRBerkleyCorp]""",Finance
2021,Activision Blizzard,8086,373,"""[Activision,CallofDuty,PlayCODMobile,CrashBandicoot,Sekirothegame,SpyroTheDragon,TonyHawkthegame,ATVI_AB,ActivBlizzMedia,Bungie]""",Technology
2021,Western & Southern Financial Group,8057.9,374,"""[WesternSouthern,CincyTennis]""",Finance
2021,American Tower,8041.5,375,"""[AmericanTowerUS,ColoAtl,redITMx,tower_american]""",Finance
2021,American Financial Group,7909,376,"""[MutualofAmerica,AFMGplanning,CNOFinancial,AFGINC2022]""",Finance
2021,Darden Restaurants,7806.9,377,"""[darden,DardenMBA]""",Food
2021,J.M. Smucker,7801,378,"""[smuckers]""",Food
2021,Williams,7719,379,"""[WilliamsRacing,WilliamsUpdates]""",Energy
2021,Intuit,7679,380,"""[Intuit,mint,QuickBooks,IntuitDome,QuickBooksUK,IntuitTurbo,IntuitAcctsCA,IntuitAccts,turbotax,TurboTaxCanada,QuickBooksCA,IntuitArtCenter,IntuitIN,IntuitDev,intuitcanada,intuitcircles]""",Technology
2021,Citizens Financial Group,7676,381,"""[CitizensBank,CFGCommercial,CFG_Newsroom]""",Finance
2021,PPL,7607,382,"""[PPLElectric]""",Energy
2021,NVR,7566,383,"""[NVHomes1979]""",Industrials
2021,Westinghouse Air Brake,7556.1,384,"""[WECNuclear,W_Home]""",Industrials
2021,Foot Locker,7548,385,"""[footlocker,footlockercad,FootLockerEU,FootLockerWomen,KidsFootLocker]""",Retailing
2021,Cincinnati Financial,7536.3,386,null,Finance
2021,Weyerhaeuser,7532,387,"""[Weyerhaeuser,CareersbyWY]""",Industrials
2021,Westlake Chemical,7504,388,"""[WLKPartners]""",Industrials
2021,Navistar International,7503,389,"""[navistar,NavistarNews,navistartrucks,NavistarRV,Navistarjobs]""",Industrials
2021,Magellan Health,7501.5,390,"""[MagellanHealth]""",Healthcare
2021,Booz Allen Hamilton,7463.8,391,"""[BoozAllen,SpaceApps,BoozDataScience,LifeAtBooz,BoozDigital,BoozAllenCyber]""",Technology
2021,Autoliv,7447.4,392,"""[AutolivInc,Autoliv_Safety,ItAutoliv]""",Transportation
2021,S&P Global,7442,393,"""[SPGlobalRatings,SPGlobal,SPGlobalPMI,SPGCIMetals,SPGCI,SPGCICoal,Maersk,SPGCIPetchems,SPGMarketIntel,SPGCILNG,SPDJIndices,SPGSustainable1,SPGCIPower,Trucost]""",Finance
2021,Global Payments,7423.6,394,"""[GlobalPayInc,GPIntegrated,GoVeem,LTCFoundation,SokinGlobal,Papaya_Global,PPRO_Payments]""",Finance
2021,Motorola,7414,395,"""[Moto,motorolaindia,MotorolaUS,MotorolaCA,MotoSolutions,motorolaUK,pelcovideo,MotorolaHistory,MSIFoundation,FansMotorola,MotoSolutionsAP,shopmotorola]""",Technology
2021,KeyCorp,7337,396,"""[keybank,KeycorpGroup,keycorpsports]""",Finance
2021,Delek US Holdings,7301.8,397,"""[DelekUSHoldings]""",Energy
2021,Masco,7289,398,null,Household
2021,Graybar Electric,7265.7,399,"""[Graybar,GraybarCanada,graybaruk]""",Wholesalers
2021,WEC Energy Group,7241.7,400,"""[WECEnergyGroup]""",Energy
2021,Old Republic International,7166,401,"""[OldRepTitle]""",Finance
2021,Frontier Communications,7155,402,"""[FrontierCorp,ZiplyFiber,thisisfsc,FrontierBiz]""",Technology
2021,Chewy,7146.3,403,"""[Chewy,ChewyHelp,stellaandchewys,LifeAtChewy]""",Retailing
2021,PVH,7132.6,404,"""[PVHCorp,CalvinKlein,TommyHilfiger,HilfigerMen]""",Apparel
2021,Asbury,7131.8,405,"""[AsburyAutoGroup]""",Retailing
2021,Seaboard,7126,406,"""[Seaboard,SeaboardFoods,SeaboardStation,SeaboardWine,SeaboardUSY,SeaboardBrewing]""",Food
2021,Polaris,7108.3,407,"""[PolarisORV,PolarisProgram,PolarisVC,PolarisSnow,PolarisPrize,PolarisInc,PolarisBankLtd,polarisIndia,polarissports]""",Transportation
2021,Dana,7106,408,"""[DanaherCorp]""",Transportation
2021,First American,7086.7,409,"""[FirstAmNews,1AmericanPymnt,FirstAmArt,FirstAmBank,FABTIsHere,FirstAmNCS,firstamerins]""",Finance
2021,Cintas,7085.1,410,"""[CintasCorp,CintasCenter,cintasfoundatio,cintas_canada]""",Industrials
2021,Toll Brothers,7077.7,411,"""[tollbrothers]""",Industrials
2021,Science Applications International,7056,412,"""[SAICinc,UnisysFederal,SAICaiga,SAICjobs,SAIC_Design,Saicmaxus_uk,SAIC_SFS,saic_homansq]""",Technology
2021,Owens Corning,7055,413,"""[OwensCorning,OCRoofingLLC,OCInsulation,OC_Composites,owenscorningbfs,Make_Impossible]""",Industrials
